title,romurbital,unidentified
sagala,,
arate,,
kekeoi,,
ceae,,
kamberichon stoma,,
ganganoi,,
kokala,,
horaia,,
argenuus,,
hyphasis,,
hypasis,,
bibasis,,
hypanis,,
lithinos pyrgos,,
embolima,,
ecbolima,,
indoi,,
erannoboas,,
sonus,,
eramnomboua,,
so,,
kau??mb?,,
gari,,
euthymedeia,,
sangala,,
issedones,,
emodon,,
kasia m.,,
kus??n?as,,
glauganikai,,
glausai,,
kaspiria,,
caspyre,,
kattybourine,,
kophen,,
koa,,
cephen,,
gogaraei,,
kylindrene chora,,
iomanes,,
iobares,,
diamounas,,
iaxartes,,
silis,,
tanais,,
araxes,,
laxates,,
orexartes,,
oxyartes,,
gatasmira,,
nineveh archive 1,,
taphos themistokleous,,
histania,,
harmedon,,
oiai,,
atrikos,,
phocoe,,
myrina,,
panakra m.,,
apollonia,,
herakleidai t.,,
neokleion,,
limemeia,,
dattalla,,
prepsidai,,
kytelos,,
sosandra,,
elaea,,
eristos,,
sipilen,,
minoa,,
platiae,,
deiras,,
diras,,
maroneia,,
lipara,,
achaia,,
keskyros sinus,,
didyma,,
kyrbe,,
grammion,,
gramion,,
adiounos,,
daidala,,
marathousa,,
moratousa,,
marathusa,,
moratusa,,
gyreon pr.,,
ilattia,,
nisyros,,
hierapolis,,
bilkon,,
aeria,,
aeros,,
angyleia,,
boiai,,
osmida,,
naumachos,,
naulochos,,
hippoteia,,
asos,,
acquedotto romano di sant'egidio,,
ludus magnus,,
portara,,
grave circle b,,
west house,,
temple of augustus in barcelona,,
thenai,,
tegea,,
zephyre,,
styrakion,,
strongyle,,
stirnides,,
syrnides,,
therapnae,,
pherapnae,,
lissen,,
olopyxos,,
doulopolis,,
koresios,,
lasos,,
mation,,
aipeia,,
argos,,
amphimatrion,,
stonehenge,,
teleilat ghassul,,
fiume arrone,,
kourelloura,,
kalaikaris,,
koddoura,,
kory,,
magaris,,
kaliour,,
orthoura,,
sora,,
kareoi,,
hippuri pr.,,
kottobora,,
komarei pr.,,
komar pr.,,
komaria,,
cape comorin,,
kanniyakumari,,
karoura,,
limyrike,,
kouroula,,
koniakoi,,
kalligeris,,
kanathra,,
kolchoi,,
karmara,,
leuke,,
india,,
kammoni,,
kamani,,
kalliga,,
koreoura,,
kaineiton nesos,,
karige,,
kottis,,
kalindoia,,
korounkala,,
kalliena,,
kannagara,,
kolchikos kolpos,,
kottiara,,
cotiara,,
kantakossyla,,
maagrammon,,
kerobothros,,
caelobothras,,
k?bul,,
pedouke,,
sinapatinga,,
sousouara,,
opotoura,,
xerogerei,,
semnoi,,
philekos,,
symbras,,
tokosanas,,
prasodes,,
sarkana,,
tabasoi,,
tallara,,
sarisabis,,
praeti,,
touana,,
syrastra,,
phagytra,,
semne,,
omenogara,,
spatana,,
sindokanda,,
pausi,,
skopeloura,,
paloura,,
tiripangalida,,
prokouri,,
sapolos,,
tamagis,,
passalae,,
passadai,,
passyadrae,,
pazalai,,
sindokandai,,
souara,,
oreophanta,,
sados,,
thellyr,,
theophila,,
orbadarou,,
soubouttou,,
siramnai,,
pasage,,
tarakori,,
sannaba,,
priapios,,
tittoua,,
soanas,,
tasopeion,,
salariga,,
rhodopha,,
tholobana,,
ostha,,
soanoi,,
sirimalaga,,
pangipoleis,,
panassa,,
sittokatis,,
solomatis,,
orneon,,
tilogrammon,,
sagantion,,
tathilba,,
stagabaza,,
sibrion,,
petirgala,,
selour,,
poleour,,
trikadiba,,
pikendaka,,
sasuri,,
tabaso,,
peperine,,
sigerdis,,
sTORNa,,
nygdosora,,
ab? dhuba‘,,
koudetos,,
othoros,,
serreion,,
paitike,,
satrai,,
dracanon,,
zeus diasion,,
sarnos,,
paioplai,,
kermoROS,,
scyllia,,
trauos,,
pergamon,,
phyllis,,
herakleia,,
melandia,,
milolito,,
stentoris l.,,
melanthia,,
syleos pedion,,
pharbelos,,
pelendos,,
stratoni,,
stratonikeia,,
stratonike,,
mende,,
pateronnesos,,
kamsantos,,
skopaitai,,
nastos,,
tindion,,
iollitai,,
pergamos,,
ismaros,,
ismara,,
parthenion,,
phalesina,,
tempyra,,
tempyra,,
meidios,,
neriphos,,
skimbertos,,
pateria,,
pistasos,,
istasos,,
hagnoneia,,
milkoros,,
strambai,,
skaptes hyle,,
skapte hyle,,
lamponia,,
tiristasis,,
scopius m.,,
kophos limen,,
zereia,,
zereia,,
zeira,,
pacheie,,
gangites,,
gangas,,
kellios,,
kerdozeis,,
paitoi,,
rumbodona,,
gethone,,
palaichorion,,
zeirenia,,
kossaia,,
sceveni,,
tirida,,
kartera kome,,
stabulo diomedis,,
turris diomedis,,
tyrida,,
lisos,,
orthagoreia,,
sithone,,
alapta,,
batos,,
brendike,,
dialeon,,
breierophara,,
kereopyrgos,,
dictaea,,
brea,,
acantion,,
charadrous,,
arconesos,,
cissyros,,
ampelos,,
avesticos,,
augaia,,
alopeconnesus,,
cosinto,,
charakoma,,
araplos,,
capheris mesate,,
atho,,
apros,,
charbrusa,,
apollonia,,
chytropolis,,
ascapos,,
chalkis,,
daton,,
datos town,,
datos,,
bisanthe,,
diethusa,,
demetrion,,
calathe,,
calathusa,,
dersaioi,,
benna,,
doberes,,
hippokoura,,
barakes,,
gammogoura,,
mapoura,,
mousopallis,,
crenacca,,
mentanour,,
ketaion akron,,
korindiour,,
calissae,,
korounda,,
mendela,,
koanka,,
chrysei,,
mordouloi,,
mantitour,,
goumara,,
balantipyrgon,,
aunes,,
eirene,,
kartinata,,
nanigiroi,,
kouraporina,,
boranga,,
anoubingara,,
bitala,,
errenesis,,
manippala,,
naadoubada,,
maliba,,
bideris,,
anoubartha,,
kalandadioua,,
bokanoi,,
nanigeris,,
koureour,,
kassida,,
eikour,,
bramagara,,
kosamba,,
kastra,,
bokana,,
karikardama,,
krokobara,,
nalloura,,
maliarpha,,
eoae,,
gabaliba,,
bere,,
arembour,,
inde,,
iogana,,
arana,,
bardaotis,,
galiba,,
empelathra,,
malaita,,
nakadouma,,
kartasynar,,
bizala,,
drilophyleitai,,
katabedas,,
kouma,,
boumasanoi,,
carsania,,
mordoula,,
kondota,,
margara,,
galiba m.,,
galiba ore,,
bardamana,,
aspathis,,
iatour,,
bridama,,
korygaza,,
katikardamma,,
dionysoupolis,,
balaka,,
badiamaioi,,
hierakos,,
kerange,,
kosa,,
bramme,,
ikarta,,
armagara,,
barakoura,,
galiboi,,
konga,,
konta,,
margana,,
minagara,,
callinipaza,,
te.e,,
kullab,,
stanegate,,
nikama,,
malaia,,
odoka,,
milizigeris,,
sigerus,,
nelkynda,,
melkyda,,
neacyndon,,
maisolos,,
musiris l.,,
oxeia pr.,,
melange,,
masalia,,
maisolia,,
olochoira,,
nasika,,
orientale mare,,
gangeticus sinus,,
eous oceanus,,
modoutou emporion,,
modoutoi,,
nagour,,
modoura,,
palaipatmai,,
balepatna,,
orneon pr.,,
nanigaina,,
maniolai,,
modogoulla,,
naoura,,
nitriae,,
paloura,,
namades,,
lamnaios,,
mandas,,
paleris,,
modubae,,
palaeogoni,,
serendivae,,
ouangana,,
monoglosson emporion,,
mandagara,,
mandagora,,
nanagounas,,
nagadiba,,
nagadiba nesos,,
nagadiboi,,
malanga,,
muziris,,
mouzeris,,
zmiris,,
nousaripa,,
megisba stagnum,,
paithana,,
baithana,,
oulippada,,
nagagoura,,
sestias pr.,,
traianoupolis,,
syrascellae,,
syrascelle,,
sirogellis,,
selleis,,
topeiros,,
singitikos kolpos,,
zygaktes,,
stryme,,
stryme?,,
strymon,,
zorlanae,,
singos,,
tonzos,,
flumen tontus,,
sermylia,,
stageira,,
zerynthos,,
tragilos,,
sestos,,
sarpedon pr.,,
thyssos,,
thyssus,,
siriopaiones,,
thracia,,
sithonia,,
zervae,,
zirinae,,
zurbae,,
thasos,,
thasos,,
thasos,,
skabla,,
skablaioi,,
thracium,,
macedonicum mare,,
sarte,,
sirra,,
serrai,,
siris,,
thrambos pr.,,
saos,,
skione,,
xantheia,,
therambos,,
thrambos,,
sapaike,,
sapaioi,,
sithones,,
strymonikos kolpos,,
zone,,
toronaikos kolpos,,
kólpos kassándras,,
tripolis,,
serreion pr.,,
serreion,,
zonaion m.,,
torone,,
symbolon,,
stolos,,
polichnitai,,
samarskaya luka,,
koilaletai,,
edones,,
kikones,,
kynossema,,
drosike,,
drosoi,,
ennea hodoi,,
kainike,,
kainoi,,
kanastraion pr.,,
drabos,,
hadrianoupolis,,
edirne,,
edirne,,
adrianopel,,
adrianoupolis,,
hadrianoupolis,,
uscudama,,
kleonai,,
koinyra,,
hebros,,
kerdylion,,
kremaste,,
imbros,,
gokceda,,
imroz,,
kossinites,,
limnai,,
drabeskos,,
daravescos,,
gazoros,,
kolonai,,
kardia,,
lysimacheia,,
galepsos,,
hellespontus,,
heptastadion,,
hellespontos,,
dardanelles,,
kephalos pr.,,
euporia,,
kapros,,
doriskos,,
imbros,,
kastro,,
kalekoy,,
fons co(...),,
ismaris l.,,
kapros,,
kafkanas,,
domeros,,
leo monu.,,
lion of amphipolis,,
leon tis amphipolis,,
kressa,,
kophos,,
galepsos,,
ilissos,,
ide,,
korpilike,,
korpiloi,,
krenides,,
philippi,,
col. augusta iulia philippensis,,
assyla,,
col. victrix philippensis,,
philippes,,
díon,,
kobrys,,
hadrianopolis,,
kypsela,,
elaious,,
eleous,,
kallipoulis,,
kallipolis,,
kallipolis,,
kallipolis,,
gelibolu,,
gelibolu,,
gallipoli,,
gallipoli,,
geliboli,,
dymae,,
krithote,,
drys,,
kalpapouritai,,
eion,,
kypasis,,
harpessos,,
koila,,
aeolium pr.,,
áyion óros,,
athos m.,,
alyke,,
angites,,
dardanos,,
castra iarba,,
antisara,,
amphipolis,,
amfipoli,,
colla,,
ad duodecimum,,
apri,,
apsinthis,,
dikaia,,
ainos,,
enez,,
arnai,,
turris calarnea,,
arne,,
aigospotamos,,
bistones,,
derris pr.,,
briantike,,
briantae,,
gallaike,,
priantae,,
daton,,
arethousa,,
akontisma,,
hercontroma,,
bourdepa,,
ierissos,,
akanthos,,
deris,,
bistonis l.,,
akrathos pr.,,
aige,,
abdera,,
berge,,
argilos,,
arisbe,,
musakoy,,
bergepolis,,
abarnis,,
abarnias,,
abarnos,,
aianteion,,
assera,,
assa,,
asseros,,
cassera,,
akrothooi,,
apollonia,,
demetrion,,
ainyra,,
bormiskos,,
bromiskos,,
astyra,,
ábydos,,
yap?ldak,,
abid?s,,
abide,,
abydos,,
bebrykia,,
anastasioupolis,,
ciropolis,,
keirpara,,
aulon,,
aphrodisias,,
col. flaviopolis,,
alopekonnesos,,
chersonesus,,
bennoi,,
agora,,
cherronesos,,
athos,,
akte,,
sane,,
ouranopolis,,
sale,,
perkote,,
perkope,,
mesambria,,
praktios,,
myrkinos,,
paktye,,
megaloi theoi,,
maroneia,,
pityoussa,,
lamasco,,
lampsacus,,
lampsakos,,
lapseki,,
pieres,,
nymphaion pr.,,
piloros,,
nike,,
pangaion,,
megaloi theoi,,
roxado,,
palaiperkote,,
purdae,,
rhodope,,
panormos,,
melas kolpos,,
gulf of saros,,
paisos,,
mastousia pr.,,
mastusia pr.,,
oisyme,,
plotinoupolis,,
plotinopolis,,
plotinopoli,,
nicopolis ad nestum,,
ulpia nicopolis,,
nestos,,
odomantes,,
odomantike,,
rhodios,,
pistyros,,
paisos,,
parthenopolis,,
olophyxos,,
porsulae,,
maximianopolis,,
corsulae,,
neaPOLIS,,
madytos,,
maydos,,
kilisetepe ho?yu?g?u?,,
mende,,
orbelos,,
samothrace,,
prasias l.,,
samothrace,,
paleopolis,,
priaticus campus,,
paion,,
melas,,
pennana,,
neapolis,,
poseidonion pr.,,
posideum pr.,,
oldenoi,,
methone,,
phagres,,
nabû temple,,
building h,,
sebetti temple,,
villa romana delle colonnacce,,
tomB OF PRISCILLA,,
domus picta,,
casa bellezza,,
sancus aedes,,
hieron sanctou,,
tel kisson,,
tyndis,,
toparon,,
tosale,,
tiagoura,,
tyndis,,
tynnas,,
zaba,,
tyrannosboas,,
templum augusti,,
tennagora,,
tropina,,
monte catalfaro,,
cuenca,,
cuenca,,
kunka,,
temple of jupiter (silifke),,
??r sulaym?n,,
chan?r-i p?yn,,
sardonyx,,
phrourion,,
souppara,,
sopara,,
shurparaka,,
tagara,,
semylla,,
pyrron oros,,
podoperoura,,
taprobane,,
palaisimoundou,,
salike,,
silenfantine,,
simoundou,,
taprobane,,
tarachoi,,
arikamedu,,
arikkamedu,,
podouke,,
selour,,
tainour,,
pandion,,
pandae,,
pandiones,,
pounnata,,
sippara,,
perimoula,,
perimula pr.,,
perimula promunturium,,
papike pr.,,
paralia,,
saline,,
sadenoi,,
perinkari,,
syrastrene,,
saraostos,,
salakenoi,,
sesekreienai,,
poulipoula,,
sorai,,
soringoi,,
sada,,
pandipatna,,
solen,,
pseudostomos,,
pitoura,,
pityndra,,
souboura,,
sopatma,,
tangala,,
casa di sallustio,,
casa di cajo sallustion,,
casa di atteone,,
casa di aulo cossuzio libanio,,
domus of a. coss. libanus,,
domus et hospitium of a. cossius libanus,,
diversorium of a. cossius libanus,,
vi.2.4,,
new bouleuterion,,
to bouleut?rion t?n pentakosíon,,
to bouleut?rion,,
foro romano,,
forum romanum,,
forum,,
forum magnum,,
romaion agora,,
roman forum,,
archaia agora,,
megaron a at thermon,,
ambastai,,
ammine,,
adisathroi,,
adarima,,
agara,,
adisamon,,
agathou daimonos,,
agrinagara,,
adisathra,,
alaba,,
anarta,,
aninachai,,
nanichai,,
amaraththa,,
timur,,
korydallos,,
kolonos,,
diakris,,
heleon,,
e-re-o-ni,,
hestiaia,,
dekeleia,,
dekeleieus,,
dekeleia,,
keiriadai,,
eroiadai,,
euboicus sinus,,
kópros,,
kantharos limen,,
kophos limen,,
erikeia,,
keratea,,
kephale,,
deiradiôtai,,
demeter,,
kolonai,,
korydallos,,
epakria,,
ionidai,,
koth?kídai,,
kolonai,,
elaious,,
halaì araph?nídes,,
loutsa,,
artemida attikis,,
llucë,,
halai araphenides,,
charadra,,
iapis,,
halimoûs,,
grammatiko,,
eitea,,
iphistiadai,,
eleusis,,
eleusis,,
kydantidai,,
kerata m.,,
ikarion,,
ikaria,,
ikarion,,
eleusiniakos kolpos,,
garg?ttós,,
erasinos,,
kephisos,,
cephissus,,
choma,,
halipedon,,
eiresidai,,
kolias pr.,,
voula,,
halai aixonides,,
kettos,,
kryptos limen,,
kikynna,,
kr?pídai,,
hagnous,,
koíl?,,
harma,,
hym?ttós,,
cholargós,,
kerameis,,
epikephisia,,
elaiousa,,
ilissos,,
daidalídai,,
hekale,,
konthýl?,,
herakleion,,
eupyrídai,,
eretria,,
kephisia,,
kephisos,,
erchia,,
eu?nymon,,
hermós,,
koroneia pr.,,
erythrai,,
kedoi,,
diómeia,,
helena,,
makronisos,,
makronisi,,
hydroussa,,
ba? melekler kilisesi,,
taksiyarhon,,
asty,,
artemis,,
boutadai,,
aithalidai,,
hybadai,,
menidi,,
acharnai n,,
acharnaí,,
acharnes,,
amphitrope,,
aphrodite t.,,
aphrodites naos,,
dafni,,
alopeke,,
palaiokhoria,,
kato vathia,,
amarynthos,,
a-ma-ru-to,,
apollo,,
anagyrous,,
acharnai s,,
acharnai,,
glyphada,,
aixone,,
artemis brauronia,,
braur?n,,
boudoron,,
asopos,,
anakaia,,
temple of aphaia,,
temple of afea,,
naós afaías,,
agryle hypenerthen,,
ankesmos,,
marousi,,
amarousio,,
athmonon,,
aigilia,,
aegina,,
oinone,,
aígina,,
aigina,,
azenia,,
ankyle hypenerthen,,
hieron athenais skirados,,
agryle kathyperthen,,
áphidna,,
anaphlystos limen,,
ankyle kathyperthen,,
aulis,,
anaphlystos,,
anavyssos,,
agrai,,
athenae,,
athens,,
athina,,
ath?nai,,
athen,,
athena,,
bate,,
aigaleos,,
attica,,
attik?,,
angel?,,
anydros,,
at?n?,,
araph?n,,
akra amphiale,,
amphiale pr.,,
astypalaia pr.,,
besa,,
insula batavorum,,
alipheira,,
amphidolia,,
amphidolis,,
aigion,,
ameilichos,,
meilichos,,
apesas m.,,
oros apesas,,
foukás,,
achaea,,
aigialos,,
achaia,,
achaia,,
aigialeia,,
achaioi,,
aigytis,,
aigila,,
aigiai,,
aigies,,
chania koutoumous,,
aigiai,,
aigys,,
alesion,,
ayia irini,,
anemosa,,
apollo korythos,,
andania,,
aigeira,,
aghios ioannis,,
alesiai,,
akrokorinthos,,
akrokórinthos,,
akriai,,
akraia,,
kokkinia,,
acriae,,
akraiai,,
amyklai,,
sklavochori,,
amiklai,,
sklavochorion,,
alea,,
apollo maleatas,,
kouvelaki,,
anchisia,,
aigaleon,,
akritas pr.,,
akitas pr.,,
aphrodision,,
arachnaion,,
arachneo,,
arachnaion,,
profitis ilias,,
arachnaion m.,,
alagonia,,
akroreia,,
arainon,,
anigraia,,
aigai,,
ampheia,,
alpheios,,
alpheos,,
alpheus,,
apelauron,,
acheron,,
aigosthena,,
anthene,,
athene,,
aphrodision,,
aigiplanktos,,
geraneia,,
gerania m.,,
geranion m.,,
achilleios limen,,
aperopia,,
aperopia,,
aminios,,
avias,,
abia,,
palaiochora,,
abia,,
tell' khazna i,,
tell hazna i,,
thoknia,,
temenion,,
taygetos,,
trikolonoi,,
tegea,,
tegea,,
tenea,,
chiliomodi,,
trapezous,,
titane,,
titani,,
voivonda,,
thaliades,,
sythas,,
syos,,
typaion,,
theisoa,,
lavda,,
theisoa,,
zarax,,
zarex,,
thyreatis,,
thyrea,,
thyrides pr.,,
thyrides akra,,
ákra poúnda,,
theisoa,,
thisoa,,
troizen,,
antheia,,
oraia,,
troizenia,,
troiz?n,,
tiryns,,
tiryns,,
tiryntha,,
tiasa,,
tritaia,,
tritia,,
tainaron,,
taenarum,,
kotronas,,
cape skopa,,
chersonisida skopa,,
teuthrone,,
touthoa,,
zeus,,
thelpousa,,
telphousa,,
tyros,,
theganoussa,,
theganoussa,,
theious,,
typaneai,,
therapne,,
palamari,,
thyraion,,
torthyneion,,
thalames,,
koutiphari,,
svina,,
thalamai,,
tainaron pr.,,
tainaron,,
cape matapan,,
akroterio tainaro,,
triphylia,,
zoitia,,
zoiteion,,
thermasia,,
thermesion,,
teichos dymaion,,
trikaranon,,
trinasos,,
tanaos,,
tanos,,
teutheas,,
tragos,,
trachy,,
teuthis,,
trikrana,,
therme,,
zeus lykaios,,
thouria,,
selinous potamos (ho),,
selinos,,
platanistos pr.,,
prote,,
pogon,,
skiritis,,
phleious,,
phliasia,,
pityonesos,,
smenos,,
psophis,,
phegeia,,
skyllaion pr.,,
akra skyllaion,,
stymphalos,,
skotitas,,
skotina,,
pylos,,
spetses,,
spetsai,,
spetses,,
pityoussa,,
pyrrichos,,
saronicus sinus,,
salaminiakos kolpos,,
saronikos kolpos,,
saronic gulf,,
skillous,,
skyllos,,
poiessa,,
psamathous,,
amathous,,
oppidum psamathus,,
sellasia,,
selinous,,
selinos,,
phoibaia,,
samikon,,
samia,,
samus,,
pisa,,
side,,
sphakteria,,
stenykleros,,
polichna,,
skandeia,,
polichne,,
selleis,,
phrixai,,
phrixa,,
prasiai,,
brasiai,,
oreiatai,,
sicyon,,
demetrias,,
aigialeia,,
mekora,,
pisatis,,
salmone,,
phoinikous,,
phylake,,
rhypes,,
rhypai,,
phoinix,,
sidous,,
prinos,,
spiraion pr.,,
piraeon,,
pholoe,,
rhion pr.,,
sparta,,
stratos,,
styx,,
selinous,,
strouthos pr.,,
solygeia,,
platamodes pr.,,
kyparission pr.,,
pyrgoi,,
pyrgos,,
agios elias,,
selemnos,,
philanorion,,
schoinous,,
schoinos,,
pylos,,
koryphasion,,
pylios,,
plataniston,,
styllangion,,
stylangion,,
selinous,,
skollis,,
santomeri,,
choireios,,
diolkos,,
limnatis artemis,,
tempel der artemis limnatis,,
artemis limnatis,,
boukephalos,,
denthaliates ager,,
denthaliates,,
denthalioi,,
corinthus,,
aigiales,,
aigialos,,
sicyonia,,
corinth,,
korinthos,,
ancient corinth,,
colonia laus iulia corinthus,,
bolinaios,,
araxos pr.,,
araxos,,
ákra áraxos,,
neapolis,,
neapoli,,
boiai,,
boia,,
boea,,
diagon,,
dalion,,
boukephala pr.,,
athenaion,,
artemision,,
chersonesos pr.,,
dipaia,,
cyllenius sinus,,
arkadikos,,
amathos,,
mamaos,,
pamisos,,
basilis,,
belmina,,
belbina,,
belemina,,
blenina,,
argos,,
pelasgia,,
árgos,,
chaon,,
asine,,
bouraikos,,
apiditsa,,
daseai,,
dasea,,
boura,,
asopos,,
asklepieion,,
chaa,,
aris,,
belbina,,
belbina,,
maurozoumena,,
balyra,,
cyparissius sinus,,
argolis,,
argea,,
aroania m.,,
aroania,,
ins. cytera,,
kythera,,
aristera,,
bathos,,
bouporthmos,,
aspis,,
asine,,
asinaia,,
charadros,,
charadros,,
koroni,,
asine,,
taksiarchis,,
asterion,,
bouphagion,,
bassai,,
t. apollo epikourios,,
bassae,,
aristonautai,,
plitra,,
asopos,,
brenthe,,
aroanios,,
belminatis,,
belminates ager,,
belbinates,,
beliminates,,
blaminae,,
bleminatis,,
argon pedion,,
astron,,
asea,,
chelonatas sinus,,
arcadia,,
pelasgia,,
arkadía,,
azania,,
aroanios,,
phoniatiko,,
aroanios,,
olbios,,
corinthia,,
col. laus iulia corinthiensis,,
ephyre,,
athenaion,,
didymoi,,
dine,,
corinthiacus sinus,,
arsen,,
aulon,,
biandyna,,
biadyna,,
argolicus sinus,,
chelonatas pr.,,
asinaeus,,
coronaeus sinus,,
messeniakos kolpos,,
heiligtum der artemis limnatis,,
sanctuary of artemis limnatis,,
iero limnatidos artemidos,,
koumouthekra,,
kombothekra,,
artemida,,
artemis limnatis,,
boreion,,
villa fuente álamo,,
eganunmah,,
marmarion,,
limnai,,
lepreon,,
lépreos,,
melos,,
manthouria,,
methana,,
anthana,,
messa,,
kythnos,,
cythnus,,
malea,,
malaia,,
lykoa,,
larisos,,
lapithos,,
lapithas oros,,
lykone,,
lykone,,
malea pr.,,
maleiaon oros,,
akrotirio maleas,,
vriokastro,,
kythnos,,
myrtos,,
messene,,
ithome,,
lousoi,,
messenia,,
kouti,,
lasion,,
mantineia,,
antigoneia,,
melos,,
melos,,
melos,,
leontion,,
leukyanias,,
mases,,
monemvasia,,
minoa pr.,,
megara,,
megara,,
leuke,,
mycenae,,
mykenai,,
micenis,,
mycenae,,
mykene,,
micenas,,
mycènes,,
micene,,
makareia,,
makariai,,
lykosoura,,
lapithaion,,
ormos lykodimou,,
mathia m.,,
mathia,,
leuktron,,
leuktra,,
ladon,,
selleis,,
mainalion,,
maínalos,,
melangeia,,
lerna,,
lerna,,
mausos,,
lykouria,,
makistos,,
leukai,,
minoa,,
megaricus sinus,,
lyrkeia,,
lynkea,,
mainalion pedion,,
laconicus sinus,,
gulf of laconia,,
lakonikós kólpos,,
midea,,
megaris,,
letrinoi,,
leuktron,,
leuktra,,
megalopolis,,
minthe,,
lessa,,
meiganitas,,
methydrio,,
nemnitsa,,
methydrion,,
mylaon,,
lacedaemon,,
laconia,,
lakedaím?n,,
laconica,,
mainalos,,
lyrkeion,,
lampeia,,
melpeia,,
cape vigla,,
ákra vígles,,
leon akron,,
loukou,,
las,,
la,,
myrtoion mare,,
myrtoion pelagos (to),,
methone,,
mothone,,
methone,,
methoni,,
methana,,
arsinoe,,
myrsinos,,
myrtountion,,
kythera,,
maloitas,,
lykaion,,
larysion,,
marios,,
lechaion,,
menelaion,,
mysia,,
kytherios,,
kytheros potamos,,
koryphos m.,,
aion m.,,
kaiadas,,
keadas,,
kaietas,,
kleitor,,
isthmos,,
isthmus of corinth,,
kaukasos,,
